index,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
11340,Delahey,16 Duneed Wy,3,h,600000.0,S,Calder,11/11/2017,18.0,3037.0,3.0,2.0,2.0,503.0,125.0,1995.0,Brimbank City Council,-37.7171,144.7668,Western Metropolitan,2898.0
5280,West Footscray,77 Suffolk St,2,h,495000.0,S,Burnham,24/09/2016,8.2,3012.0,2.0,1.0,2.0,161.0,700.0,1977.0,Maribyrnong City Council,-37.7905,144.8714,Western Metropolitan,5058.0
3733,Preston,38 Wilcox St,4,h,920000.0,PI,Nelson,27/06/2016,8.8,3072.0,3.0,1.0,1.0,396.0,184.0,1920.0,Darebin City Council,-37.7361,145.0093,Northern Metropolitan,14577.0
7163,Hawthorn,10 Edward St,3,h,1702000.0,SP,Marshall,27/05/2017,5.3,3122.0,3.0,1.0,2.0,290.0,110.0,1900.0,Boroondara City Council,-37.81767,145.04041,Southern Metropolitan,11308.0
4625,Toorak,54 Irving Rd,2,t,,S,Marshall,13/08/2016,4.6,3142.0,2.0,2.0,2.0,7746.0,126.0,1970.0,Stonnington City Council,-37.8434,145.0198,Southern Metropolitan,7217.0
8854,Albanvale,24 Sutherland St,3,h,,SN,Barry,16/09/2017,14.0,3021.0,3.0,2.0,3.0,,130.0,1970.0,Brimbank City Council,-37.74258,144.77202,Western Metropolitan,1899.0
8483,Footscray,9/155 Gordon St,3,u,460000.0,SA,Hodges,3/09/2017,5.1,3011.0,3.0,1.0,1.0,,80.0,2010.0,Maribyrnong City Council,-37.79643,144.88878,Western Metropolitan,7570.0
6804,Roxburgh Park,4 Siret Ct,4,h,,SN,Barry,17/06/2017,20.6,3064.0,4.0,2.0,1.0,465.0,152.0,2002.0,Hume City Council,-37.61363,144.93146000000004,Northern Metropolitan,5833.0
994,Brunswick,36 Charles St,4,h,1875000.0,S,Jellis,27/06/2016,5.2,3056.0,4.0,2.0,2.0,657.0,207.0,1958.0,Moreland City Council,-37.7725,144.964,Northern Metropolitan,11918.0
4707,West Melbourne,24 Franklin Pl,3,t,,PI,Jellis,15/10/2016,1.9,3003.0,2.0,2.0,2.0,0.0,100.0,1900.0,Melbourne City Council,-37.812,144.9491,Northern Metropolitan,2230.0
1722,Elwood,6/217 Brighton Rd,2,u,525000.0,S,Wilson,3/12/2016,7.7,3184.0,2.0,1.0,1.0,553.0,83.0,1960.0,Port Phillip City Council,-37.8802,144.9942,Southern Metropolitan,8989.0
11052,Mitcham,3 Nara Rd,5,h,1230000.0,PI,Noel,28/10/2017,17.2,3132.0,5.0,3.0,2.0,676.0,320.0,1972.0,Whitehorse City Council,-37.81042,145.20852,Eastern Metropolitan,6871.0
1812,Essendon,65 Napier St,3,h,1467000.0,S,Greg,7/11/2016,8.0,3040.0,3.0,2.0,2.0,188.0,171.0,1900.0,Moonee Valley City Council,-37.7532,144.9178,Western Metropolitan,9264.0
11929,Hadfield,27 West St,3,h,772500.0,S,Nelson,6/01/2018,11.2,3046.0,3.0,2.0,2.0,543.0,130.0,1970.0,Moreland City Council,-37.71329,144.93702,Northern Metropolitan,2606.0
4817,Yallambie,27 Longacres Rd,4,h,,SN,Barry,23/04/2016,15.0,3085.0,4.0,2.0,2.0,614.0,159.0,1995.0,Banyule City Council,-37.7298,145.0888,Northern Metropolitan,1369.0
974,Brunswick,10/66 De Carle St,2,u,491000.0,S,Jellis,19/11/2016,5.2,3056.0,2.0,1.0,1.0,1080.0,66.0,1960.0,Moreland City Council,-37.7598,144.9655,Northern Metropolitan,11918.0
1790,Elwood,81 Milton St,3,h,,S,Chisholm,28/05/2016,7.7,3184.0,3.0,1.0,0.0,263.0,145.0,1920.0,Port Phillip City Council,-37.8757,144.9804,Southern Metropolitan,8989.0
1233,Canterbury,12 Cooba St,6,h,,S,Marshall,27/11/2016,9.0,3126.0,6.0,3.0,3.0,637.0,307.0,1935.0,Boroondara City Council,-37.8334,145.0794,Southern Metropolitan,3265.0
8468,Essendon,19 Alfred Rd,4,h,1620000.0,PI,Nelson,3/09/2017,7.5,3040.0,4.0,1.0,1.0,,167.0,1970.0,Moonee Valley City Council,-37.74422,144.92408,Western Metropolitan,9264.0
2936,Malvern East,5/36 The Avenue,2,u,,SP,Marshall,28/05/2016,11.2,3145.0,2.0,1.0,1.0,143.0,94.0,1970.0,Stonnington City Council,-37.8741,145.0544,Southern Metropolitan,8801.0
13322,Preston,252 Gower St,3,h,1000000.0,S,Nelson,17/03/2018,8.4,3072.0,3.0,1.0,1.0,353.0,112.0,1925.0,Darebin City Council,-37.74064,145.00746,Northern Metropolitan,14577.0
5025,Fawkner,1/19 Dowling St,3,h,,SN,Barry,23/04/2016,12.4,3060.0,3.0,2.0,1.0,291.0,109.0,1960.0,Hume City Council,-37.7057,144.9692,Northern Metropolitan,5070.0
13680,Scoresby,103 Berrabri Dr,4,h,1358000.0,S,Barry,24/02/2018,22.2,3179.0,4.0,4.0,2.0,658.0,105.0,1975.0,Knox City Council,-37.89237,145.22191,Eastern Metropolitan,2206.0
8835,Taylors Lakes,63 Australia Dr,4,h,762000.0,S,Barry,9/09/2017,15.5,3038.0,4.0,2.0,4.0,,231.0,1995.0,Brimbank City Council,-37.70734,144.78117,Western Metropolitan,5336.0
4364,Sunshine,3 Donald St,3,h,816000.0,S,Douglas,15/10/2016,12.6,3020.0,3.0,1.0,1.0,511.0,113.0,1958.0,Brimbank City Council,-37.7906,144.8387,Western Metropolitan,3755.0
11243,Ormond,5 Stewart St,4,h,,SP,Jellis,4/11/2017,11.4,3204.0,4.0,2.0,2.0,663.0,171.0,1995.0,Glen Eira City Council,-37.9062,145.0288,Southern Metropolitan,3578.0
6659,Clayton South,20 Botanic Dr,3,h,745000.0,S,Barry,17/06/2017,17.5,3169.0,3.0,2.0,2.0,180.0,134.0,,Kingston City Council,-37.93898,145.13648,South-Eastern Metropolitan,4734.0
1663,Eaglemont,2/84 The Righi,3,u,1190000.0,S,Miles,27/11/2016,10.3,3084.0,3.0,2.0,2.0,0.0,148.0,1975.0,Banyule City Council,-37.7623,145.0569,Eastern Metropolitan,1651.0
9433,Bentleigh East,316 Chesterville Rd,2,h,1020000.0,VB,Buxton,23/09/2017,13.8,3165.0,2.0,1.0,2.0,597.0,115.0,1959.0,Glen Eira City Council,-37.93574,145.06169,Southern Metropolitan,10969.0
10972,Greenvale,2 Swinton Wy,6,h,1400000.0,PI,buyMyplace,28/10/2017,20.4,3059.0,6.0,2.0,2.0,4591.0,298.0,1990.0,Hume City Council,-37.65843,144.89004,Northern Metropolitan,4864.0
3256,North Melbourne,19 Shands La,2,t,841000.0,S,Jellis,4/03/2017,2.3,3051.0,2.0,1.0,1.0,215.0,0.0,2000.0,Melbourne City Council,-37.7953,144.9437,Northern Metropolitan,6821.0
2440,Hawthorn,80/8 Wallen Rd,3,u,,S,Jellis,23/04/2016,4.6,3122.0,3.0,2.0,3.0,0.0,100.0,,Boroondara City Council,-37.8271,145.0243,Southern Metropolitan,11308.0
3549,Port Melbourne,17 Dunstan Pde,3,h,,PN,Scott,12/11/2016,3.8,3207.0,3.0,2.0,1.0,305.0,134.0,1940.0,Melbourne City Council,-37.8372,144.9164,Southern Metropolitan,8648.0
2345,Hampton,6/45 Grenville St,2,t,,S,Buxton,24/09/2016,13.7,3188.0,2.0,2.0,2.0,0.0,98.0,2006.0,Bayside City Council,-37.9354,145.0022,Southern Metropolitan,5454.0
12682,Glen Iris,19 Hope St,3,h,,S,Marshall,3/03/2018,7.3,3146.0,3.0,2.0,1.0,256.0,140.0,1995.0,Boroondara City Council,-37.86292,145.04961,Southern Metropolitan,10412.0
11802,Wantirna South,6 Newry Cl,5,h,1205000.0,S,Barry,25/11/2017,14.7,3152.0,5.0,2.0,2.0,695.0,242.0,2005.0,Knox City Council,-37.8827,145.2405,Eastern Metropolitan,7082.0
5921,Richmond,49 Garfield St,2,t,950000.0,VB,hockingstuart,6/05/2017,2.6,3121.0,2.0,1.0,1.0,113.0,118.0,2012.0,Yarra City Council,-37.8119,144.9947,Northern Metropolitan,14949.0
2507,Heidelberg West,22 Kokoda St,2,h,725000.0,S,Haughton,27/11/2016,9.4,3081.0,2.0,1.0,3.0,632.0,77.0,1960.0,Banyule City Council,-37.7443,145.0462,Eastern Metropolitan,2674.0
2564,Ivanhoe,5/139 Bond St,2,t,785000.0,S,Jellis,22/08/2016,7.9,3079.0,2.0,2.0,1.0,124.0,135.0,2010.0,Banyule City Council,-37.7618,145.0287,Eastern Metropolitan,5549.0
7525,Thomastown,232 Main St,3,h,580000.0,S,Harcourts,8/07/2017,15.3,3074.0,3.0,1.0,2.0,538.0,140.0,1975.0,Whittlesea City Council,-37.67751,144.98663,Northern Metropolitan,7955.0
614,Bentleigh East,25 Thornton St,3,h,920000.0,PI,Buxton,12/11/2016,13.9,3165.0,3.0,2.0,2.0,578.0,120.0,1950.0,Glen Eira City Council,-37.9303,145.0805,Southern Metropolitan,10969.0
10467,Taylors Lakes,18 Burnett Cl,4,h,780000.0,S,Pagan,14/10/2017,15.5,3038.0,4.0,2.0,2.0,997.0,297.0,2000.0,Brimbank City Council,-37.69221,144.78208999999995,Western Metropolitan,5336.0
12569,Airport West,8 McNamara Av,3,h,975000.0,S,Nelson,3/03/2018,10.4,3042.0,3.0,2.0,1.0,303.0,248.0,2017.0,Moonee Valley City Council,-37.73174,144.88086,Western Metropolitan,3464.0
2629,Keilor East,40 Borva Dr,3,h,601200.0,S,Nelson,27/06/2016,12.8,3033.0,4.0,1.0,1.0,554.0,147.0,1960.0,Brimbank City Council,-37.7303,144.8636,Western Metropolitan,5629.0
12043,Wallan,10 Danaher Av,3,h,390000.0,S,Ray,6/01/2018,44.2,3756.0,3.0,1.0,1.0,,104.0,1975.0,Mitchell Shire Council,-37.40869,144.97782,Northern Victoria,3988.0
4017,Richmond,52 Hunter St,2,h,1150000.0,SP,Biggin,27/11/2016,2.6,3121.0,2.0,1.0,0.0,156.0,80.0,1900.0,Yarra City Council,-37.8209,145.0052,Northern Metropolitan,14949.0
13083,South Melbourne,257 Moray St,3,h,2200000.0,PI,Greg,17/02/2018,1.9,3205.0,3.0,3.0,3.0,111.0,196.0,2003.0,Port Phillip City Council,-37.83389,144.96407,Southern Metropolitan,5943.0
479,Balwyn North,14 Bernard St,3,h,,SP,Jellis,15/10/2016,9.2,3104.0,3.0,1.0,1.0,612.0,165.0,1950.0,Boroondara City Council,-37.787,145.0798,Southern Metropolitan,7809.0
2804,Maidstone,4/4 Crefden St,2,u,335000.0,SP,Biggin,11/02/2017,9.2,3012.0,2.0,1.0,1.0,0.0,70.0,2009.0,Maribyrnong City Council,-37.7776,144.8723,Western Metropolitan,3873.0
7927,Springvale,19 Treesbank Av,3,h,,PI,Barry,15/07/2017,20.8,3171.0,3.0,1.0,1.0,667.0,103.0,1970.0,Greater Dandenong City Council,-37.96225,145.16043,South-Eastern Metropolitan,7412.0
5304,Glen Huntly,83 Grange Rd,3,h,1160000.0,S,Gary,8/10/2016,10.4,3163.0,3.0,1.0,2.0,553.0,137.0,1930.0,Glen Eira City Council,-37.8878,145.0456,Southern Metropolitan,2403.0
6854,Blackburn,1/10 Duckham St,3,h,880000.0,PI,Fletchers,24/06/2017,13.4,3130.0,3.0,1.0,1.0,335.0,110.0,1960.0,Whitehorse City Council,-37.82876,145.13808999999995,Eastern Metropolitan,5713.0
12362,Vermont,1 Bolinda Pl,4,h,1160000.0,VB,Barry,9/12/2017,17.2,3133.0,4.0,2.0,3.0,654.0,270.0,1985.0,Maroondah City Council,-37.84351,145.19246,Eastern Metropolitan,4181.0
11989,Northcote,18 Thames St,5,h,2525000.0,SP,Jellis,6/01/2018,5.3,3070.0,5.0,2.0,2.0,,253.0,1920.0,Darebin City Council,-37.77186,145.00923999999995,Northern Metropolitan,11364.0
9752,Bundoora,37 Greenwood Dr,4,h,815000.0,S,Ray,26/08/2017,12.1,3083.0,4.0,2.0,1.0,525.0,0.0,1965.0,Banyule City Council,-37.70765,145.05556,Northern Metropolitan,10175.0
2457,Heidelberg Heights,1/179 Porter Rd,2,h,,SN,Nelson,7/11/2016,10.5,3081.0,2.0,1.0,1.0,376.0,111.0,1955.0,Banyule City Council,-37.7312,145.0587,Eastern Metropolitan,2947.0
2939,Malvern East,21 Virginia Gr,3,h,1782500.0,S,Ray,28/08/2016,11.2,3145.0,3.0,1.0,2.0,615.0,126.0,1950.0,Stonnington City Council,-37.8846,145.0861,Southern Metropolitan,8801.0
5951,South Yarra,10 Fawkner St,4,h,,S,Williams,8/04/2017,3.3,3141.0,4.0,2.0,2.0,338.0,182.0,1895.0,Melbourne City Council,-37.8419,144.9868,Southern Metropolitan,14887.0
9287,Hawthorn East,3/1049 Burke Rd,3,t,865000.0,SA,hockingstuart,19/08/2017,6.2,3123.0,3.0,2.0,2.0,,82.0,1975.0,Boroondara City Council,-37.82078,145.05829,Southern Metropolitan,6482.0
11921,Gowanbrae,7 Mirrim Pl,4,h,1260000.0,PI,Nelson,6/01/2018,12.9,3043.0,4.0,2.0,4.0,750.0,286.0,2002.0,Moreland City Council,-37.70486,144.9007,Western Metropolitan,1071.0
13268,Kealba,59 Rowan Dr,4,h,668500.0,S,Barry,17/03/2018,14.0,3021.0,4.0,2.0,2.0,365.0,146.0,2012.0,Brimbank City Council,-37.72971,144.82654,Western Metropolitan,1202.0
13648,Nunawading,9 Nott St,3,t,900000.0,SA,Philip,24/02/2018,15.4,3131.0,3.0,1.0,1.0,226.0,136.0,2012.0,Manningham City Council,-37.82865,145.18624,Eastern Metropolitan,4973.0
1405,Clifton Hill,18 Barries Pl,3,t,825000.0,SP,Jellis,24/09/2016,3.4,3068.0,3.0,3.0,1.0,67.0,119.0,2010.0,Yarra City Council,-37.7946,144.9989,Northern Metropolitan,2954.0
603,Bentleigh East,4 Tambet St,3,h,1100000.0,SP,Buxton,8/10/2016,13.9,3165.0,3.0,1.0,2.0,578.0,163.0,1955.0,Glen Eira City Council,-37.9186,145.0709,Southern Metropolitan,10969.0
10742,Tarneit,10 Discovery Dr,4,h,585000.0,S,hockingstuart,21/10/2017,18.4,3029.0,4.0,2.0,2.0,448.0,0.0,2010.0,Wyndham City Council,-37.84743,144.71243,Western Metropolitan,10160.0
11219,Clayton South,533 Clayton Rd,3,h,1000000.0,SA,Barry,4/11/2017,17.5,3169.0,3.0,1.0,2.0,706.0,124.0,1960.0,Kingston City Council,-37.9395,145.1168,South-Eastern Metropolitan,4734.0
6745,Melbourne,19/300 King St,2,u,740000.0,VB,MICM,17/06/2017,0.0,3000.0,2.0,1.0,1.0,0.0,113.0,1999.0,Melbourne City Council,-37.81317,144.95452,Northern Metropolitan,17496.0
8777,Mount Waverley,66 Talbot Rd,4,h,1250000.0,SP,Buxton,9/09/2017,14.2,3149.0,4.0,2.0,2.0,,192.0,1975.0,Monash City Council,-37.89014,145.12426000000005,Eastern Metropolitan,13366.0
6644,Brunswick,6/116 Albert St,2,u,510000.0,SP,Jellis,17/06/2017,5.2,3056.0,2.0,1.0,0.0,0.0,64.0,2009.0,Moreland City Council,-37.77002,144.97154,Northern Metropolitan,11918.0
1311,Carnegie,22 Neville St,4,h,1880000.0,S,Private/Tiernan's,26/07/2016,11.4,3163.0,3.0,2.0,3.0,932.0,270.0,1970.0,Glen Eira City Council,-37.8975,145.0478,Southern Metropolitan,7822.0
4539,Templestowe Lower,22 Hazel Dr,3,h,838000.0,S,Barry,28/05/2016,13.8,3107.0,3.0,2.0,1.0,467.0,180.0,,Manningham City Council,-37.7699,145.1081,Eastern Metropolitan,5420.0
6683,Epping,23 Longwood Dr,4,h,680000.0,S,Harcourts,17/06/2017,19.6,3076.0,4.0,2.0,2.0,656.0,166.0,1980.0,Whittlesea City Council,-37.63878,145.05577,Northern Metropolitan,10926.0
6604,Williamstown,10 Mullins Ct,4,h,1900000.0,S,hockingstuart,3/06/2017,6.8,3016.0,4.0,2.0,1.0,448.0,311.0,1998.0,Hobsons Bay City Council,-37.86409,144.88224,Western Metropolitan,6380.0
4519,Templestowe Lower,253 Thompsons Rd,4,h,1000000.0,VB,hockingstuart,13/08/2016,13.8,3107.0,4.0,3.0,2.0,728.0,164.0,1970.0,Manningham City Council,-37.768,145.1027,Eastern Metropolitan,5420.0
1900,Fairfield,3/260 Rathmines St,3,t,846000.0,SP,Love,8/10/2016,5.8,3078.0,3.0,1.0,1.0,185.0,107.0,1990.0,Darebin City Council,-37.7665,145.0175,Northern Metropolitan,2970.0
8230,Derrimut,75 Capesthorne Dr,5,h,,SN,Barry,29/07/2017,14.7,3030.0,5.0,2.0,2.0,688.0,285.7,2008.0,Brimbank City Council,-37.79445,144.7601,Western Metropolitan,2276.0
2679,Kensington,10/2 Howlett St,2,u,410000.0,PI,Rendina,27/06/2016,4.2,3031.0,2.0,1.0,1.0,0.0,86.0,2000.0,Melbourne City Council,-37.7897,144.9228,Northern Metropolitan,5263.0
8467,Epping,5 Thredbo Ct,3,h,582000.0,S,Ray,3/09/2017,19.6,3076.0,3.0,1.0,2.0,,110.0,1980.0,Whittlesea City Council,-37.6494,145.04147,Northern Metropolitan,10926.0
2735,Kew,176 Peel St,5,h,2550000.0,PI,Marshall,18/06/2016,5.6,3101.0,5.0,4.0,2.0,597.0,342.0,2016.0,Boroondara City Council,-37.7937,145.0353,Southern Metropolitan,10331.0
4757,Williamstown,120 Cecil St,5,h,,SN,Greg,25/02/2017,8.0,3016.0,5.0,3.0,3.0,1037.0,355.0,1910.0,Hobsons Bay City Council,-37.8629,144.9006,Western Metropolitan,6380.0
11832,Bayswater,45 Jeanette St,3,h,862000.0,S,Barry,6/01/2018,23.2,3153.0,3.0,2.0,2.0,719.0,168.0,1975.0,Knox City Council,-37.85255,145.25798999999995,Eastern Metropolitan,5030.0
6775,Oak Park,45 New Rd,4,h,,SP,Brad,17/06/2017,11.2,3046.0,4.0,2.0,1.0,287.0,138.0,2005.0,Moreland City Council,-37.71365,144.90903,Northern Metropolitan,2651.0
10878,Carlton North,146 Pigdon St,2,u,720000.0,S,Jellis,28/10/2017,3.5,3054.0,2.0,1.0,,,64.0,1820.0,Melbourne City Council,-37.78188,144.97227,Northern Metropolitan,3106.0
10320,Dandenong North,22 Philip St,4,h,,SP,McLennan,14/10/2017,24.7,3175.0,4.0,1.0,2.0,,117.0,1958.0,Greater Dandenong City Council,-37.96651,145.21521,South-Eastern Metropolitan,8322.0
12367,Watsonia,25 Crellin Cr,3,h,,VB,Darren,9/12/2017,14.5,3087.0,3.0,2.0,2.0,579.0,139.0,1960.0,Banyule City Council,-37.70827,145.08466,Northern Metropolitan,2329.0
2972,Maribyrnong,20/9 Fabian Ct,2,t,429000.0,S,Trimson,18/03/2017,8.7,3032.0,2.0,1.0,1.0,83.0,88.0,1980.0,Maribyrnong City Council,-37.7732,144.8927,Western Metropolitan,4918.0
3841,Reservoir,24 Ludeman Ct,4,h,730000.0,PI,Barry,19/11/2016,11.2,3073.0,4.0,1.0,2.0,770.0,152.0,1970.0,Darebin City Council,-37.6981,144.9989,Northern Metropolitan,21650.0
5461,Braybrook,10 Sedge Cl,4,h,1000000.0,S,Nelson,22/04/2017,10.8,3019.0,4.0,3.0,2.0,475.0,319.0,2002.0,Maribyrnong City Council,-37.7759,144.8552,Western Metropolitan,3589.0
2957,Maribyrnong,28 Kellaway St,3,h,920000.0,SP,Biggin,10/09/2016,8.7,3032.0,3.0,1.0,2.0,689.0,110.0,1920.0,Maribyrnong City Council,-37.7823,144.887,Western Metropolitan,4918.0
8134,Strathmore,10 Fenacre St,4,h,1220000.0,S,Nelson,22/07/2017,8.2,3041.0,4.0,1.0,2.0,750.0,185.0,1960.0,Moonee Valley City Council,-37.73051,144.91731,Western Metropolitan,3284.0
7379,Deer Park,13 Cavendish Dr,3,h,557000.0,S,Barry,8/07/2017,14.8,3023.0,3.0,1.0,2.0,539.0,148.0,1985.0,Brimbank City Council,-37.76545,144.76458,Western Metropolitan,6388.0
5555,Carnegie,88A Truganini Rd,3,h,1200000.0,PI,hockingstuart,13/05/2017,11.4,3163.0,3.0,2.0,2.0,515.0,156.0,1930.0,Glen Eira City Council,-37.8924,145.0541,Southern Metropolitan,7822.0
12825,Thornbury,335 Rossmoyne St,3,h,1192000.0,S,McGrath,3/03/2018,7.0,3071.0,3.0,1.0,2.0,455.0,139.0,1952.0,Darebin City Council,-37.75949,145.02395,Northern Metropolitan,8870.0
11022,Malvern East,14 Fountaine Av,4,h,2090000.0,S,Marshall,28/10/2017,8.4,3145.0,4.0,3.0,2.0,569.0,240.0,1920.0,Stonnington City Council,-37.88247,145.06621,Southern Metropolitan,8801.0
5653,Footscray,39 Moore St,3,h,895000.0,PI,Burnham,29/04/2017,6.4,3011.0,3.0,1.0,2.0,272.0,106.0,1920.0,Maribyrnong City Council,-37.7977,144.904,Western Metropolitan,7570.0
1460,Coburg,4 Hutchinson St,3,h,,W,Peter,17/09/2016,7.8,3058.0,3.0,1.0,1.0,622.0,105.0,1925.0,Darebin City Council,-37.7453,144.9768,Northern Metropolitan,11204.0
1707,Elsternwick,5/39 Horne St,4,h,1007000.0,S,Pride,22/05/2016,8.5,3185.0,4.0,2.0,2.0,125.0,200.0,2000.0,Glen Eira City Council,-37.8855,145.001,Southern Metropolitan,4898.0
208,Ascot Vale,7 Francis St,3,h,1380000.0,SP,Nelson,4/03/2017,5.9,3032.0,3.0,2.0,2.0,277.0,174.0,1910.0,Moonee Valley City Council,-37.7777,144.9221,Western Metropolitan,6567.0
4538,Templestowe Lower,21 Dellfield Dr,3,h,,S,Barry,28/05/2016,13.8,3107.0,4.0,1.0,2.0,654.0,130.0,1968.0,Manningham City Council,-37.7654,145.1225,Eastern Metropolitan,5420.0
13531,Glen Waverley,1 Herald Ct,4,h,1250000.0,VB,Jellis,24/02/2018,16.7,3150.0,4.0,2.0,2.0,646.0,187.0,1970.0,Monash City Council,-37.87327,145.18531000000004,Eastern Metropolitan,15321.0
10963,Glen Waverley,2 Hampton Ct,4,h,1300000.0,S,Ray,28/10/2017,16.7,3150.0,4.0,2.0,0.0,712.0,163.0,1960.0,Monash City Council,-37.8939,145.14707,Eastern Metropolitan,15321.0
13211,Elsternwick,13 Gladstone Pde,5,h,,S,Marshall,17/03/2018,7.2,3185.0,5.0,3.0,2.0,925.0,408.0,1890.0,Glen Eira City Council,-37.89088,145.00896,Southern Metropolitan,4898.0
1703,Elsternwick,31 Prentice St,3,h,1450000.0,S,Biggin,19/11/2016,8.5,3185.0,3.0,1.0,2.0,351.0,108.0,1915.0,Glen Eira City Council,-37.8832,145.0133,Southern Metropolitan,4898.0
3782,Reservoir,5/27 Pickett St,2,u,,PI,Barry,8/10/2016,11.2,3073.0,2.0,1.0,1.0,144.0,80.0,1986.0,Darebin City Council,-37.7044,145.0151,Northern Metropolitan,21650.0
11502,Avondale Heights,4 Camlarni Cl,4,h,950000.0,VB,Moonee,18/11/2017,9.5,3034.0,4.0,2.0,2.0,,185.0,1980.0,Moonee Valley City Council,-37.7707,144.871,Western Metropolitan,4502.0
6032,West Footscray,6/350 Somerville Rd,2,h,502000.0,S,Sweeney,6/05/2017,8.2,3012.0,2.0,1.0,1.0,2701.0,79.0,2011.0,Maribyrnong City Council,-37.8109,144.8684,Western Metropolitan,5058.0
13363,Surrey Hills,71 Essex Rd,4,h,,S,Marshall,17/03/2018,10.2,3127.0,4.0,3.0,2.0,1020.0,242.0,1925.0,Boroondara City Council,-37.83185,145.0918,Southern Metropolitan,5457.0
9882,Melton,21D Yuille St,5,h,710000.0,PI,Ryder,26/08/2017,31.7,3337.0,5.0,2.0,2.0,1670.0,280.0,2000.0,Melton City Council,-37.67813,144.59292,Western Victoria,3600.0
1343,Caulfield South,2/5 Moore St,3,h,,SN,Gary,3/09/2016,9.3,3162.0,3.0,2.0,2.0,0.0,130.0,1993.0,Glen Eira City Council,-37.9018,145.0315,Southern Metropolitan,5051.0
7849,Heidelberg West,54 Alamein Rd,2,h,580000.0,S,Harcourts,15/07/2017,8.8,3081.0,2.0,1.0,2.0,498.0,75.0,1955.0,Banyule City Council,-37.73759,145.04236,Eastern Metropolitan,2674.0
8973,Greensborough,5 Baranbali Gr,4,h,,PI,Darren,16/09/2017,16.1,3088.0,4.0,2.0,2.0,,195.0,1979.0,Banyule City Council,-37.69738,145.11777,Northern Metropolitan,8524.0
10829,Brighton,3A Bryson Av,3,h,,S,Buxton,28/10/2017,10.5,3186.0,3.0,2.0,2.0,,162.0,2008.0,Bayside City Council,-37.91409,144.99815,Southern Metropolitan,10579.0
1154,Camberwell,163 Through Rd,3,h,1302000.0,S,Fletchers,12/06/2016,7.8,3124.0,2.0,1.0,1.0,427.0,115.0,1938.0,Boroondara City Council,-37.8367,145.0934,Southern Metropolitan,8920.0
3535,Port Melbourne,91 Cruikshank St,4,h,,SP,Parkinson,7/05/2016,3.8,3207.0,3.0,2.0,0.0,353.0,189.0,1900.0,Melbourne City Council,-37.8381,144.9469,Southern Metropolitan,8648.0
9696,Yarraville,5 Maryston St,3,h,1360000.0,PI,Jas,23/09/2017,6.3,3013.0,3.0,1.0,1.0,479.0,128.0,1930.0,Maribyrnong City Council,-37.81279,144.87717,Western Metropolitan,6543.0
13618,Montmorency,11 Luisa Ct,5,h,1180000.0,S,Jellis,24/02/2018,16.2,3094.0,5.0,3.0,2.0,1126.0,212.0,1980.0,Banyule City Council,-37.71617,145.12878,Eastern Metropolitan,3891.0
13479,Coburg,7A Younger St,3,h,810000.0,VB,Brad,24/02/2018,6.7,3058.0,3.0,2.0,1.0,182.0,118.0,2008.0,Darebin City Council,-37.74319000000001,144.97717,Northern Metropolitan,11204.0
5135,Ivanhoe East,31 Keam St,4,h,2200000.0,S,Miles,12/11/2016,9.0,3079.0,4.0,2.0,2.0,1004.0,247.0,1935.0,Banyule City Council,-37.7689,145.0665,Eastern Metropolitan,1554.0
3381,Oak Park,40 Winifred St,4,h,865000.0,S,Brad,3/12/2016,11.5,3046.0,4.0,1.0,2.0,696.0,160.0,1955.0,Moreland City Council,-37.7209,144.9158,Northern Metropolitan,2651.0
7812,Dingley Village,5 Tarnook Ct,4,h,854000.0,S,Ray,15/07/2017,22.2,3172.0,4.0,2.0,2.0,676.0,181.0,1975.0,Kingston City Council,-37.97936,145.13302,South-Eastern Metropolitan,3940.0
13582,Maidstone,25 Howard St,2,h,671000.0,SP,Jas,24/02/2018,6.4,3012.0,2.0,1.0,2.0,140.0,2.0,,Maribyrnong City Council,-37.78939,144.8804,Western Metropolitan,3873.0
4353,Sunshine,32 Matthews St,3,h,950000.0,S,GL,3/12/2016,12.6,3020.0,3.0,1.0,1.0,700.0,145.0,1960.0,Brimbank City Council,-37.7933,144.8411,Western Metropolitan,3755.0
4015,Richmond,5/10 Elaine Ct,2,u,807000.0,S,Jellis,27/11/2016,2.6,3121.0,2.0,2.0,2.0,0.0,106.0,2000.0,Yarra City Council,-37.8128,145.0139,Northern Metropolitan,14949.0
8283,Keilor Park,26 Snow St,5,h,765000.0,SP,McDonald,29/07/2017,10.4,3042.0,5.0,3.0,4.0,650.0,178.0,1970.0,Brimbank City Council,-37.72285,144.86073000000005,Western Metropolitan,1119.0
8519,Kensington,23 Gardner La,1,t,535000.0,S,Alexkarbon,3/09/2017,3.4,3031.0,1.0,1.0,1.0,,68.0,1997.0,Melbourne City Council,-37.79225,144.92229,Northern Metropolitan,5263.0
981,Brunswick,270 Albion St,3,h,880000.0,S,Nelson,24/09/2016,5.2,3056.0,3.0,1.0,1.0,264.0,117.0,1915.0,Moreland City Council,-37.7603,144.9573,Northern Metropolitan,11918.0
